CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1848199,16000360253,2016360253,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/04/2016 05:47:05 PM,14XX BLOCK OF 5 AV,M,M3,8200.1020,-122.33466,47.610546,"(47.610546, -122.33466)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
428528,11000283049,2011283049,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/28/2011 07:53:00 AM,19XX BLOCK OF CLISE PL W,Q,Q1,5600.7011,-122.397907224,47.636823406,"(47.636823406, -122.397907224)",,,,
135855,10000422828,2010422828,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/08/2010 11:30:00 AM,71XX BLOCK OF DETROIT AVE SW,F,F3,11300.1001,-122.339004158,47.53604206,"(47.53604206, -122.339004158)",,,,
837132,12000205301,2012205301,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/29/2012 03:19:00 PM,XX BLOCK OF S WASHINGTON ST,K,K3,9200.2006,-122.334853736,47.600884535,"(47.600884535, -122.334853736)",,,,
36871,10000276921,2010276921,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,08/09/2010 06:16:00 PM,97XX BLOCK OF GREENWOOD AVE N,N,N2,1700.1018,-122.355397375,47.699785557,"(47.699785557, -122.355397375)",,,,
1817894,16000308187,2016308187,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/26/2016 02:28:56 AM,9XX BLOCK OF NW 54 ST,B,B2,4700.2001,-122.36968,47.667885,"(47.667885, -122.36968)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
2033250,14000174022,2014174022,161,TRESPASS,TRESPASS,TRESPASS,06/02/2014 02:45:00 PM,30XX BLOCK OF NE 127 ST,L,L1,100.3011,-122.295248398,47.721091917,"(47.721091917, -122.295248398)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
34605,10000273804,2010273804,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/07/2010 01:13:00 AM,29XX BLOCK OF S BRANDON ST,R,R2,10400.2003,-122.294772741,47.553538444,"(47.553538444, -122.294772741)",,,,
925464,12000344504,2012344504,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/08/2012 06:02:00 PM,6XX BLOCK OF NW 88TH ST,B,B3,1700.4013,-122.364670406,47.692807376,"(47.692807376, -122.364670406)",,,,
895929,12000302498,2012302498,141,LEWD CONDUCT,LIQUOR VIOLATIONS,LEWD CONDUCT,09/08/2012 10:24:00 AM,2XX BLOCK OF BOYLSTON AVE E,E,E1,7400.3001,-122.323081586,47.620464456,"(47.620464456, -122.323081586)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,09/08/2012 08:39:00 AM
568183,11000152619,2011152619,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/13/2011 04:11:00 PM,73XX BLOCK OF WINONA AVE N,J,J1,2800.2011,-122.345726949,47.68222785,"(47.68222785, -122.345726949)",,,,
1628588,15000429754,2015429754,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,12/11/2015 06:38:02 PM,S EDMUNDS ST / M L KING JR WY S,R,R3,10300.4019,-122.291916,47.558674,"(47.558674, -122.291916)",ASLT - IP/JO - PERSON SHOT OR SHOT AT,ASSAULTS,GUN CALLS,12/11/2015 03:13:50 PM
787375,12000129946,2012129946,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/28/2012 03:22:00 PM,120XX BLOCK OF 32ND AVE NE,L,L2,700.1004,-122.294019151,47.716458999,"(47.716458999, -122.294019151)",,,,
671428,11000376730,2011376730,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,11/21/2011 11:37:00 AM,6XX BLOCK OF N 60TH ST,J,J1,3500.2019,-122.350685234,47.672449004,"(47.672449004, -122.350685234)",,,,
1100379,15000170377,2015170377,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/24/2015 01:49:00 AM,MARTIN LUTHER KING JR WY S / S CLOVERDALE ST,S,S2,11700.1004,-122.279015105,47.526115175,"(47.526115175, -122.279015105)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
55867,10000304937,2010304937,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,08/31/2010 07:10:00 PM,26XX BLOCK OF NW ESPLANADE,B,B1,1500.3000,-122.391509918,47.701130385,"(47.701130385, -122.391509918)",,,,
1136498,15000222627,2015222627,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/01/2015 11:30:00 AM,3 AV / PINE ST,M,M3,8100.2008,-122.338701659,47.610742765,"(47.610742765, -122.338701659)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/01/2015 10:01:00 AM
1658853,16000029611,201629611,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/25/2016 05:27:45 PM,2XX BLOCK OF 22 AV E,C,C2,7600.2010,-122.303635,47.619316,"(47.619316, -122.303635)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
880703,12000277820,2012277820,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,08/20/2012 09:02:00 PM,18XX BLOCK OF N 35TH ST,J,J3,5400.2008,-122.335739877,47.649192721,"(47.649192721, -122.335739877)",,,,
1992505,17000159499,2017159499,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/07/2017 12:20:38 AM,5XX BLOCK OF NE 92 ST,L,L2,1900.2009,-122.32169,47.695858,"(47.695858, -122.32169)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
925449,12000344618,2012344618,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/08/2012 05:58:00 PM,10XX BLOCK OF E UNION ST,E,E2,7500.4010,-122.318778522,47.612935637,"(47.612935637, -122.318778522)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/08/2012 03:51:00 PM
1939846,17000059927,201759927,171,PARKS EXCLUSION,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,02/18/2017 02:08:17 AM,18 AV / E UNION ST,C,C3,7900.2007,-122.30886,47.6129,"(47.6129, -122.30886)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,
1754115,16000198074,2016198074,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/05/2016 03:08:17 AM,63XX BLOCK OF 34 AV SW,F,F1,10702.3004,-122.37507,47.545635,"(47.545635, -122.37507)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/04/2016 11:42:30 PM
1039604,15000084033,201584033,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/14/2015 11:46:00 AM,24XX BLOCK OF 8 AV N,D,D2,6000.1006,-122.342980065,47.640302179,"(47.640302179, -122.342980065)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
926442,12000333768,2012333768,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,09/30/2012 05:32:00 PM,3XX BLOCK OF NE NORTHGATE WAY,N,N3,1200.4000,-122.324615153,47.708602801,"(47.708602801, -122.324615153)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,09/30/2012 04:15:00 PM
1300262,13000033314,201333314,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,01/30/2013 01:25:00 AM,67XX BLOCK OF GREENWOOD AVE N,B,B3,3500.5001,-122.355318551,47.678304348,"(47.678304348, -122.355318551)",,,,
754857,12000079819,201279819,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,03/16/2012 10:20:00 AM,17XX BLOCK OF MADRONA DR,C,C3,7800.6001,-122.284585518,47.617037189,"(47.617037189, -122.284585518)",,,,
737610,12000053285,201253285,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/21/2012 09:12:00 PM,55XX BLOCK OF 15TH AVE NE,U,U3,4400.5012,-122.312653258,47.725977941,"(47.725977941, -122.312653258)",,,,
91254,10000356426,2010356426,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/11/2010 10:55:00 PM,68XX BLOCK OF DELRIDGE WAY SW,F,F1,10800.2009,-122.360959323,47.54121914,"(47.54121914, -122.360959323)",,,,
105160,10000377254,2010377254,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/28/2010 11:32:00 PM,7XX BLOCK OF S JACKSON ST,K,K2,9200.1000,-122.323097373,47.599187367,"(47.599187367, -122.323097373)",,,,
1043218,15000089138,201589138,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/18/2015 08:30:00 PM,4XX BLOCK OF N 44 ST,B,B2,4900.4002,-122.352693778,47.660219015,"(47.660219015, -122.352693778)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1685374,16000075306,201675306,064,SHOPLIFT,THEFT,SHOPLIFTING,03/02/2016 07:08:09 PM,54XX BLOCK OF 4 AV S,O,O2,10900.2033,-122.32955,47.55377,"(47.55377, -122.32955)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/02/2016 05:00:15 PM
1495630,15000255787,2015255787,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/25/2015 04:38:00 PM,2XX BLOCK OF BROADWAY E,E,E1,7500.5003,-122.320882283,47.620491806,"(47.620491806, -122.320882283)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1544105,15000314908,2015314908,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",09/08/2015 03:05:00 PM,6XX BLOCK OF S DEARBORN ST,K,K3,9100.2011,-122.325721121,47.595836313,"(47.595836313, -122.325721121)","ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,09/08/2015 02:02:00 PM
2117801,14000241049,2014241049,062,BICYCLE THEFT,THEFT,BIKE,07/23/2014 02:48:00 PM,42XX BLOCK OF 12 AV NE,U,U2,5301.3006,-122.31550035,47.65908266,"(47.65908266, -122.31550035)",TRU - THEFT,OTHER PROPERTY,THEFT,07/23/2014 01:42:00 PM
2216788,14000406177,2014406177,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,12/08/2014 03:22:00 AM,15XX BLOCK OF BROADWAY,C,C2,7500.4008,-122.320789515,47.614655488,"(47.614655488, -122.320789515)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/07/2014 10:53:00 PM
1200258,11000052358,201152358,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",02/13/2011 12:16:00 PM,6XX BLOCK OF 5TH AVE,K,K2,8500.1010,-122.329514322,47.604055213,"(47.604055213, -122.329514322)",,,,02/13/2011 11:49:00 AM
1501120,15000262268,2015262268,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,07/30/2015 06:20:00 PM,S MICHIGAN ST / 4 AV S,O,O3,10900.2070,-122.329590996,47.545334393,"(47.545334393, -122.329590996)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,07/30/2015 05:25:00 PM
732039,12000045241,201245241,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/14/2012 10:43:00 AM,LAKE PARK DR S / LAKE WASHINGTON BV S,R,R1,9500.1024,-122.287661212,47.582953027,"(47.582953027, -122.287661212)",,,,
2225182,14000415179,2014415179,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/16/2014 02:51:00 AM,4XX BLOCK OF BOSTON ST,D,D1,6700.4012,-122.348904288,47.638256792,"(47.638256792, -122.348904288)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/16/2014 01:28:00 AM
90983,10000355770,2010355770,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,10/11/2010 02:00:00 PM,22XX BLOCK OF S JACKSON ST,G,G2,9000.1006,-122.302759195,47.599277912,"(47.599277912, -122.302759195)",,,,
1674466,16000056192,201656192,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,02/16/2016 02:14:55 PM,3XX BLOCK OF 3 AV W,Q,Q3,7100.1014,-122.36065,47.62154,"(47.62154, -122.36065)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
813106,12000168010,2012168010,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/31/2012 07:53:00 AM,AURORA AV N / N 50 ST,J,J1,4600.1010,-122.347311712,47.665008236,"(47.665008236, -122.347311712)",,,,
1772321,16000229651,2016229651,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/28/2016 02:06:46 PM,47XX BLOCK OF 42 AV SW,W,W2,10500.4004,-122.38548,47.56021,"(47.56021, -122.38548)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/28/2016 12:39:11 PM
1881182,16000418820,2016418820,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,11/19/2016 07:40:07 PM,N NORTHGATE WY / AURORA AV N,N,N3,1300.2007,-122.344696,47.705048,"(47.705048, -122.344696)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,11/19/2016 06:26:05 PM
1033461,15000075225,201575225,161,TRESPASS,TRESPASS,TRESPASS,03/07/2015 01:00:00 AM,8XX BLOCK OF OLIVE WY,M,M2,8200.1000,-122.333505552,47.614288791,"(47.614288791, -122.333505552)",TRESPASS,TRESPASS,TRESPASS,
1487993,15000246452,2015246452,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,07/18/2015 05:59:00 PM,29XX BLOCK OF WESTERN AV,D,D1,8001.3018,-122.354027573,47.616643609,"(47.616643609, -122.354027573)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,07/18/2015 04:14:00 PM
144835,10000441788,2010441788,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/24/2010 05:26:00 PM,110XX BLOCK OF 8TH AVE NE,L,L2,1200.3,-122.320603178,47.710396679,"(47.710396679, -122.320603178)",,,,
820919,12000179919,2012179919,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/09/2012 06:58:00 PM,12XX BLOCK OF BOYLSTON AVE,E,E2,8400.2001,-122.32343922,47.612515585,"(47.612515585, -122.32343922)",,,,
1577402,15000355393,2015355393,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/11/2015 01:30:00 AM,6 AV W / W LEE ST,Q,Q2,6900.2029,-122.364419339,47.631332292,"(47.631332292, -122.364419339)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,10/10/2015 11:53:00 PM
1023584,15000060882,201560882,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,02/22/2015 08:16:00 PM,20XX BLOCK OF NW MARKET ST,B,B1,4700.4008,-122.38392862,47.668677585,"(47.668677585, -122.38392862)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
446781,11000309707,2011309707,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/19/2011 08:50:00 PM,N 100 ST / AURORA AV N,N,N2,1300.3000,-122.344652476,47.701427304,"(47.701427304, -122.344652476)",,,,
1932623,17000046069,201746069,061,THEFT - AUTO ACCESSORIES,CAR PROWL,CAR PROWL,02/07/2017 01:46:44 PM,70XX BLOCK OF 35 AV NE,U,U3,3800.1008,-122.290405,47.680325,"(47.680325, -122.290405)",TRU - THEFT,OTHER PROPERTY,THEFT,
961849,12000391126,2012391126,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/14/2012 06:34:00 PM,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,"(47.60046424, -122.3308075)",,,,
1772297,16000229837,2016229837,064,SHOPLIFT,THEFT,SHOPLIFTING,06/28/2016 01:56:51 PM,14XX BLOCK OF 3 AV,M,M3,8100.2015,-122.33734,47.609253,"(47.609253, -122.33734)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
815380,12000171354,2012171354,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/02/2012 08:42:00 PM,8 AV / COLUMBIA ST,D,D3,8500.1004,-122.327169943,47.606515754,"(47.606515754, -122.327169943)",,,,
1833270,16000333601,2016333601,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,09/14/2016 02:23:58 PM,100XX BLOCK OF COLLEGE WY N,N,N3,1300.1011,-122.33473,47.70293,"(47.70293, -122.33473)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,09/14/2016 01:35:00 PM
1758162,16000205509,2016205509,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,06/10/2016 02:07:58 AM,5XX BLOCK OF 4 AV,K,K1,8100.2028,-122.32997,47.602875,"(47.602875, -122.32997)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,06/10/2016 12:28:39 AM
22672,10000256587,2010256587,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,07/25/2010 04:29:00 PM,1XX BLOCK OF SPRING ST,M,M3,8100.1032,-122.336336314,47.605640455,"(47.605640455, -122.336336314)",,,,
964633,12000394631,2012394631,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/17/2012 04:30:00 PM,6XX BLOCK OF S MAIN ST,K,K2,9200.1007,-122.286736896,47.599882779,"(47.599882779, -122.286736896)",,,,
1881149,16000418748,2016418748,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/19/2016 06:41:46 PM,20XX BLOCK OF 4 AV,M,M2,7200.1067,-122.34068,47.613445,"(47.613445, -122.34068)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
2164125,14000323890,2014323890,064,SHOPLIFT,THEFT,SHOPLIFTING,09/27/2014 09:16:00 PM,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,U,U2,4300.2010,-122.298411149,47.663323359,"(47.663323359, -122.298411149)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,09/27/2014 07:48:00 PM
2024348,17000217891,2017217891,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,06/17/2017 05:40:55 AM,125XX BLOCK OF 33 AV NE,L,L3,100.3003,-122.292496,47.72101,"(47.72101, -122.292496)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
113581,10000389289,2010389289,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/07/2010 04:27:00 PM,36XX BLOCK OF FRANCIS AVE N,J,J2,4900.3005,-122.353405712,47.653076887,"(47.653076887, -122.353405712)",,,,
1798046,16000273500,2016273500,161,TRESPASS,TRESPASS,TRESPASS,07/30/2016 02:37:06 PM,20XX BLOCK OF 15 AV W,Q,Q1,5802.2003,-122.37614,47.636337,"(47.636337, -122.37614)",TRESPASS,TRESPASS,TRESPASS,07/30/2016 01:51:25 PM
1980093,17000136819,2017136819,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/19/2017 03:05:03 PM,55XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.2028,-122.31302,47.668995,"(47.668995, -122.31302)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
483367,11000356121,2011356121,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,11/01/2011 06:34:00 PM,14XX BLOCK OF E OLIVE ST,C,C2,7500.2008,-122.313511086,47.616450702,"(47.616450702, -122.313511086)",,,,
2113923,14000236014,2014236014,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,07/19/2014 03:49:00 AM,12XX BLOCK OF NW 67 ST,B,B3,3300.6011,-122.372477485,47.677806576,"(47.677806576, -122.372477485)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
2157846,14000315870,2014315870,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",09/21/2014 03:42:00 AM,22XX BLOCK OF 1 AV,M,M1,8001.2008,-122.345863107,47.612990814,"(47.612990814, -122.345863107)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",09/21/2014 02:48:00 AM
1563557,15000338199,2015338199,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/27/2015 11:34:00 AM,6XX BLOCK OF 12 AV E,C,C1,6500.3011,-122.316728136,47.624810369,"(47.624810369, -122.316728136)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1036437,15000079421,201579421,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/10/2015 05:23:00 PM,BEACON AV S / S EDDY ST,S,S1,11002.3007,-122.300290873,47.545327017,"(47.545327017, -122.300290873)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
2250333,15000019229,201519229,350,HAZARDS,HAZARDS,HAZARDS,01/18/2015 05:56:00 AM,5XX BLOCK OF PONTIUS AV N,D,D2,7300.1006,-122.331721953,47.623695811,"(47.623695811, -122.331721953)","TREES DOWN, OBSTRUCTING PUBLIC PROP (NO HAZ)",TREES DOWN,TREES DOWN,
775555,12000111724,2012111724,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/12/2012 09:44:00 PM,15 AV NE / NE 47 ST,U,U3,5301.2000,-122.311967225,47.663081508,"(47.663081508, -122.311967225)",,,,
2050183,14000196304,2014196304,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/19/2014 07:10:00 PM,78XX BLOCK OF RAINIER AV S,S,S2,11102.3004,-122.269989123,47.532103944,"(47.532103944, -122.269989123)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1835102,16000336883,2016336883,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/16/2016 09:04:14 PM,12 AV S / S KING ST,G,G3,9100.1012,-122.31723,47.59834,"(47.59834, -122.31723)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
659519,12000257637,2012257637,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/05/2012 10:21:00 PM,CALIFORNIA AV SW / ERSKINE WY SW,W,W2,10500.4011,-122.386830761,47.559324062,"(47.559324062, -122.386830761)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1579474,15000357939,2015357939,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,10/13/2015 06:53:00 AM,53XX BLOCK OF NE 74 ST,U,U3,4000.2000,-122.270113934,47.682122155,"(47.682122155, -122.270113934)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
384983,11000219213,2011219213,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,07/07/2011 02:09:00 AM,22XX BLOCK OF N 105TH ST,N,N3,1200.5004,-122.332587428,47.705022696,"(47.705022696, -122.332587428)",,,,
57821,10000307681,2010307681,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",09/02/2010 07:40:00 PM,7XX BLOCK OF HARVARD AVE E,C,C1,7400.1001,-122.322369368,47.625981183,"(47.625981183, -122.322369368)",,,,
1275157,11000005028,20115028,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",01/05/2011 07:30:00 AM,15XX BLOCK OF NW 56TH ST,B,B2,4700.3010,-122.377548736,47.669444182,"(47.669444182, -122.377548736)",,,,
1796250,16000270493,2016270493,064,SHOPLIFT,THEFT,SHOPLIFTING,07/28/2016 12:53:03 PM,14XX BLOCK OF 3 AV,M,M3,8100.2015,-122.33734,47.609253,"(47.609253, -122.33734)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
