psraid,sample,int_date,state,sex,"[Q1] Overall, how would you rate your community as a place to live? Would you say it is","[Q3] Overall, how would you rate the economy in your community today? ","[eminuse] Do you use the internet or email, at least occasionally? ","[intmob] Do you access the internet on a cell phone, tablet or other mobile handheld device, at least occasionally?",[intfreq] About how often do you use the internet?,[home4nw] Do you currently subscribe to internet service at HOME? ,"[device1a] Next, do you have a cell phone, or not? ",smartphone,[q5a] Please tell me if you ever use your cell phone to do any of the following things. Do you ever use your cell phone to Participate in a video call or video chat?,"[q5b] Buy a product online, such as books, music, toys or clothing","[q5c] Get directions, recommendations, or other information related to your location",[q5d] Get sports scores or analysis ,[q5e] Watch movies or TV shows through a paid subscription service like NetFlix or Hulu Plus ,"[q5f] Listen to an online radio or music service, such as Pandora or Spotify","[date1a] Have YOU, personally, ever used an online dating site such as Match.com, eHarmony, or OK Cupid?",[date2a] Have you ever used a dating app on your cell phone? ,[date3a] Do you personally know anyone who has Used an online dating site or app?,[date3b] Do you personally know anyone who has been in a long-term relationship with or married someone they met through an online dating site or app?,[date4a] Online dating is a good way to meet people,[date4b] Online dating allows people to find a better match for themselves because they can get to know a lot more people,[date4c] People who use online dating sites are desperate,[date4d] Online dating keeps people from settling down because they always have options for people to date,[date4e] Online dating is easier and more efficient than other ways of meeting people ,[date4f] Online dating is more dangerous than other ways of meeting people ,age,"[marital] Are you currently married, living with a partner, divorced, separated, widowed, or have you never been married? ","[hh1] How many adults age 18 and over currently live in your household, INCLUDING YOURSELF?",[educ2] What is the highest level of school you have completed or the highest degree you have received?,"[party] In politics TODAY, do you consider yourself a Republican, Democrat, or independent?","[ideo] In general, would you describe your political views as ",income,zipcode
203440,2,62715,13,Male,2,2,1,2,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,73,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,(VOL.) Don't know,30328
203442,2,62715,26,Male,2,3,1,1,2,1, ,"Yes, smartphone",No,No,No, , , ,No,No,Yes,8,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,51,Living with a partner,2,Two year associate degree from a college or university,Independent,Conservative,"75 to under $100,000",48428
203450,2,62715,29,Male,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,60,Married,5,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"50 to under $75,000",63131
203451,2,62715,27,Male,3,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,98,Divorced,1,"Some college, no degree (includes some community college)",Republican,Conservative,"50 to under $75,000",99999
203455,2,62715,40,Female,3,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,30,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,Conservative,"30 to under $40,000",73141
203459,2,62715,13,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,24,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"50 to under $75,000",30308
203469,2,62715,20,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,No,No, , , ,No,No,No,Yes,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,44,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Very conservative,"50 to under $75,000",67208
203471,2,62715,9,Female,3,4,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,21,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR","Less than $10,000",6511
203472,2,62915,21,Male,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,Yes,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,70,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","75 to under $100,000",40228
203473,2,62715,39,Female,2,3,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DON'T KNOW,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,42,Widowed,4,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,(VOL.) Don't know,44310
203474,2,62715,12,Male,1,2,1,2,3,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,No,8,AGREE,DON'T KNOW,DISAGREE,AGREE,AGREE,76,Married,2,Two year associate degree from a college or university,Independent,Moderate,"100 to under $150,000",33764
203475,2,62715,39,Male,1,2,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,51,Married,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,(VOL.) Refused,44233
203476,2,62715,38,Male,1,1,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,69,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Very conservative,"$150,000 or more",58104
203481,2,62715,6,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,REFUSED,AGREE,AGREE,40,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Moderate,"$150,000 or more",94550
203483,2,62715,55,Female,2,3,1,2,4,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,60,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","30 to under $40,000",54935
203485,2,62715,27,Female,1,1,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,76,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"10 to under $20,000",55371
203489,2,62715,28,Female,2,4,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,52,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"10 to under $20,000",38701
203498,2,62715,8,Female,3,4,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,AGREE,25,Married,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,(VOL.) Don't know,"40 to under $50,000",80219
203508,2,62715,49,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,38,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"$150,000 or more",84403
203515,2,62715,48,Male,3,3,1,2,2,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,18,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,Moderate,(VOL.) Don't know,78064
203518,2,62715,54,Male,1,3,1,1,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,46,Living with a partner,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"10 to under $20,000",24880
203523,2,62715,53,Male,3,4,1,1,3,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,60,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"100 to under $150,000",98408
203524,2,62715,48,Male,1,1,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,40,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"$150,000 or more",78253
203525,2,62715,51,Female,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,99,Widowed,2,Two year associate degree from a college or university,Republican,Conservative,"30 to under $40,000",23452
203529,2,62715,34,Female,1,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,9,REFUSED,REFUSED,REFUSED,REFUSED,REFUSED,66,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"75 to under $100,000",7974
203531,2,62715,22,Male,2,3,1,1,2,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,53,Married,4,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) No preference,(VOL.) Refused,"100 to under $150,000",70714
203543,2,62915,25,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,37,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"100 to under $150,000",1752
203553,2,70215,53,Female,2,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,No,DISAGREE,AGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,19,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR",(VOL.) Don't know,98221
203560,2,62915,6,Male,2,1,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,21,Never been married,1,Less than high school (Grades 1-8 or no formal schooling),Independent,Very liberal?,"40 to under $50,000",93944
203565,2,62715,53,Female,2,3,1,1,4,1, ,"Yes, smartphone",No,Yes,Yes, , , ,Yes,No,No,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,46,Separated,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","30 to under $40,000",98620
203570,2,62715,47,Female,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DON'T KNOW,DISAGREE,DISAGREE,AGREE,DISAGREE,34,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"40 to under $50,000",37209
203576,2,62715,41,Male,2,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,54,Married,3,"Some college, no degree (includes some community college)",Republican,Moderate,"100 to under $150,000",97502
203579,2,62915,13,Female,1,2,2,1,5,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,20,Never been married,1,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Independent,"Liberal, OR","Less than $10,000",31201
203585,2,62715,48,Male,3,3,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,34,Living with a partner,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Very liberal?,"20 to under $30,000",78240
203590,2,62915,24,Female,2,3,2,2, , , ,Not sure/Don't know, , , ,No,No,No, , ,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,72,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"30 to under $40,000",20916
203598,2,70215,45,Female,1,2,1,1,5,2, ,"Yes, smartphone",No,No,No, , , ,No,No,Yes,No,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,58,#N/A,9,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,(VOL.) Refused,(VOL.) Refused,99999
203605,2,62715,34,Female,2,2,1,2,2,1, ,"No, not a smartphone",No,No,No, , , ,Yes, ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,76,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"40 to under $50,000",8831
203608,2,62715,6,Female,2,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,No,No,No,8,No,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,50,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Very liberal?,"50 to under $75,000",95126
203615,2,62715,12,Female,2,3,1,1,5,2, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,83,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Very conservative,"Less than $10,000",32024
203621,2,62715,27,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,44,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"100 to under $150,000",55374
203629,2,62715,42,Male,3,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,DON'T KNOW,24,Never been married,1,"Some college, no degree (includes some community college)",Democrat,Moderate,"20 to under $30,000",19104
203631,2,62715,17,Male,1,2,1,2,2,2, ,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,83,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"30 to under $40,000",61071
203634,2,70215,24,Male,3,3,2,2, , , ,"Yes, smartphone", , , ,No,No,No, ,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,57,Separated,1,"Some college, no degree (includes some community college)",Democrat,Moderate,"Less than $10,000",21217
203635,2,62715,48,Female,4,3,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,31,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) Don't know,Moderate,"40 to under $50,000",75044
203636,2,62715,29,Male,3,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,71,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,(VOL.) Refused,65753
203637,2,62715,39,Female,1,3,1,2,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,62,Married,3,"Some college, no degree (includes some community college)",Democrat,Moderate,"40 to under $50,000",43725
203638,2,62915,27,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,21,Married,4,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,"Liberal, OR",(VOL.) Don't know,56001
203643,2,62715,48,Male,1,3,1,1,4,1, ,"Yes, smartphone", , , ,No,No,No,No,Yes,No,No,DISAGREE,DON'T KNOW,AGREE,AGREE,DISAGREE,AGREE,77,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Conservative,"75 to under $100,000",79912
203644,2,62715,51,Female,3,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,28,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,(VOL.) Refused,"75 to under $100,000",23236
203650,2,62715,39,Female,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,36,Married,3,"Some college, no degree (includes some community college)",Democrat,Moderate,"10 to under $20,000",44074
203653,2,62715,51,Male,1,3,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,36,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"$150,000 or more",99999
203659,2,62715,34,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,19,Never been married,1,"Some postgraduate or professional schooling, no postgraduate degree",Democrat,Very liberal?,"Less than $10,000",99999
203666,2,70215,53,Female,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,Yes,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,56,Married,2,Two year associate degree from a college or university,Democrat,"Liberal, OR","$150,000 or more",98119
203669,2,62715,29,Male,2,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,52,Married,4,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"75 to under $100,000",64506
203670,2,62715,6,Female,1,2,1,1,3,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,38,Never been married,3,"Some college, no degree (includes some community college)",Democrat,Moderate,"20 to under $30,000",90280
203675,2,62715,44,Male,1,3,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,35,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Conservative,"50 to under $75,000",2809
203677,2,62715,37,Male,3,4,2,2, , , ,"Yes, smartphone", , , ,No,No,No, ,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,65,Separated,1,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Democrat,Conservative,"Less than $10,000",27804
203678,2,62715,12,Female,1,1,1,1,9,1, ,Not sure/Don't know,No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,DISAGREE,DISAGREE,88,Widowed,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,Conservative,(VOL.) Don't know,33615
203691,2,62715,29,Female,1,3,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,60,Married,2,"Some college, no degree (includes some community college)",Democrat,Moderate,(VOL.) Refused,65793
203697,2,71015,6,Female,1,3,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,66,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"100 to under $150,000",92223
203698,2,62715,56,Female,1,2,1,1,2,1, ,"Yes, smartphone",No,No,No, , , ,No,No,Yes,No,8,DISAGREE,DON'T KNOW,AGREE,DISAGREE,AGREE,71,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Very conservative,(VOL.) Refused,82009
203702,2,62715,49,Female,1,1,1,1,4,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,Yes,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,99,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"30 to under $40,000",84043
203708,2,62715,53,Male,1,3,1,1,3,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,DISAGREE,35,Married,2,Two year associate degree from a college or university,(VOL.) No preference,(VOL.) Don't know,"50 to under $75,000",99999
203710,2,62715,6,Female,3,3,1,1,2,2, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,19,Never been married,2,"Some college, no degree (includes some community college)",Republican,Very conservative,"20 to under $30,000",93706
203714,2,62715,53,Female,1,2,1,2,4,1, ,"No, not a smartphone", , , ,No,No,No,No, ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,67,Married,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"30 to under $40,000",98826
203722,2,62815,12,Male,2,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,44,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR","100 to under $150,000",33618
203723,2,62815,39,Female,2,2,1,1,5,2, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,35,Married,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Independent,Very liberal?,"50 to under $75,000",45631
203724,2,62815,37,Male,1,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,33,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"30 to under $40,000",28553
203729,2,70915,34,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,29,Living with a partner,2,Two year associate degree from a college or university,Independent,"Liberal, OR","100 to under $150,000",7001
203732,2,62815,39,Female,1,4,1,1,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,DON'T KNOW,68,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR",(VOL.) Don't know,44105
203737,2,62815,47,Male,2,3,1,2,5,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,Yes,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,71,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"50 to under $75,000",37353
203743,2,62815,5,Male,1,2,1,1,3,2, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,44,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Very conservative,"$150,000 or more",72701
203744,2,62815,36,Male,1,2,1,1,4,1, ,Not sure/Don't know, , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,82,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","40 to under $50,000",10024
203746,2,62815,48,Male,2,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,42,Divorced,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"75 to under $100,000",79756
203753,2,62815,6,Female,2,3,2,1,5,2, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,40,Never been married,3,Less than high school (Grades 1-8 or no formal schooling),(VOL.) No preference,"Liberal, OR","Less than $10,000",91321
203761,2,62815,51,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,40,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR",(VOL.) Refused,23464
203766,2,62815,36,Male,3,3,2,1,3,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,49,Married,3,"Some college, no degree (includes some community college)",Independent,"Liberal, OR","75 to under $100,000",12144
203768,2,62815,34,Female,4,4,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,99,Never been married,9,Refused,(VOL.) Refused,(VOL.) Refused,"$150,000 or more",8618
203769,2,70515,34,Male,1,2,1,1,1,2, ,Not sure/Don't know, , , ,Yes,Yes,Yes,No, ,No,No,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,53,Separated,3,Less than high school (Grades 1-8 or no formal schooling),Independent,Very conservative,"10 to under $20,000",7306
203778,2,62815,29,Female,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,56,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"50 to under $75,000",64834
